Date,Open,High,Low,Close,Adj Close,Volume
2023-07-18,185.440002,186.820007,183.820007,184.449997,178.987366,5684100
2023-07-19,185.000000,186.600006,184.419998,186.259995,180.743774,4140800
2023-07-20,187.500000,189.990005,186.809998,189.300003,183.693756,5056500
2023-07-21,190.110001,191.470001,189.300003,190.160004,184.528259,15021400
2023-07-24,190.589996,191.429993,190.139999,190.919998,185.265762,4225800
2023-07-25,190.410004,192.009995,190.059998,191.360001,185.692734,3521600
2023-07-26,191.119995,192.380005,190.059998,191.600006,185.925629,3898900
2023-07-27,192.000000,192.289993,188.399994,188.529999,182.946564,4141800
2023-07-28,190.139999,191.369995,189.789993,190.309998,184.673828,5602300
2023-07-31,189.449997,189.589996,186.850006,187.460007,181.908234,5687700
2023-08-01,187.490005,188.600006,186.399994,186.820007,181.287201,2853900
2023-08-02,186.589996,189.970001,186.399994,188.309998,182.733063,4285900
2023-08-03,188.169998,189.220001,186.970001,187.119995,181.578293,2857400
2023-08-04,187.119995,188.009995,184.350006,184.600006,179.132935,4650400
2023-08-07,185.279999,187.210007,185.100006,186.889999,181.355118,3323400
2023-08-08,187.199997,187.479996,184.029999,184.440002,178.977676,5017900
2023-08-09,183.880005,185.000000,182.630005,183.979996,178.531281,4413100
2023-08-10,184.220001,185.589996,183.529999,183.750000,178.308105,3727200
2023-08-11,184.000000,184.279999,183.279999,184.039993,178.589523,2872500
2023-08-14,184.389999,184.860001,183.130005,183.619995,178.181946,3385600
2023-08-15,183.149994,183.460007,181.130005,181.350006,175.979202,3331800
2023-08-16,181.600006,182.949997,180.949997,181.210007,175.843323,2633700
2023-08-17,181.210007,181.410004,178.320007,178.449997,173.165070,4503000
2023-08-18,178.460007,179.550003,177.270004,178.179993,172.903061,6020300
2023-08-21,177.729996,177.960007,176.229996,177.050003,171.806534,4284100
2023-08-22,176.179993,176.820007,175.309998,175.699997,170.496506,3491500
2023-08-23,177.250000,178.279999,176.369995,178.119995,172.844849,4042700
2023-08-24,178.009995,180.440002,177.100006,177.179993,171.932678,5709800
2023-08-25,178.059998,179.710007,177.839996,179.419998,174.106354,4710700
2023-08-28,180.820007,181.179993,179.339996,180.250000,174.911774,3189800
2023-08-29,180.300003,181.220001,179.020004,180.929993,175.571625,4368600
2023-08-30,181.460007,182.259995,180.720001,181.080002,175.717194,3153400
2023-08-31,179.339996,179.630005,177.860001,177.919998,173.865356,5566700
2023-09-01,178.729996,178.809998,174.639999,175.320007,171.324615,4800400
2023-09-05,175.270004,175.880005,173.649994,174.160004,170.191040,5081800
2023-09-06,174.919998,174.990005,173.479996,174.729996,170.748062,5933800
2023-09-07,175.850006,177.059998,175.210007,176.399994,172.380005,4934300
2023-09-08,175.809998,177.149994,175.610001,176.270004,172.252975,2995000
2023-09-11,176.830002,179.429993,176.830002,178.929993,174.852341,4512700
2023-09-12,178.740005,178.919998,177.800003,178.270004,174.207397,3331100
2023-09-13,178.330002,180.139999,178.210007,179.679993,175.585251,3781400
2023-09-14,179.940002,181.690002,179.330002,181.229996,177.099930,4118300
2023-09-15,181.410004,181.820007,179.610001,179.839996,175.741592,11656000
2023-09-18,181.000000,181.000000,178.429993,179.380005,175.292099,3182600
2023-09-19,178.860001,179.130005,177.300003,178.320007,174.256241,3369300
2023-09-20,179.089996,179.419998,177.559998,178.380005,174.314896,3695800
2023-09-21,178.100006,178.330002,175.130005,175.380005,171.383240,5351000
2023-09-22,174.940002,176.389999,174.369995,175.270004,171.275772,4542300
2023-09-25,174.679993,175.440002,173.179993,174.330002,170.357178,3553600
2023-09-26,173.000000,173.720001,171.639999,172.520004,168.588425,5213700
2023-09-27,172.309998,172.690002,169.029999,169.570007,165.705658,5729900
2023-09-28,169.929993,170.179993,168.179993,169.500000,165.637253,4841600
2023-09-29,170.509995,170.839996,168.039993,169.440002,165.578613,5194200
2023-10-02,169.080002,169.490005,167.320007,169.169998,165.314758,3838800
2023-10-03,168.860001,170.000000,167.029999,167.699997,163.878250,4873400
2023-10-04,168.449997,169.130005,167.059998,168.910004,165.060684,4134000
2023-10-05,168.770004,168.809998,159.869995,160.100006,156.451477,10556400
2023-10-06,158.779999,160.919998,155.830002,160.289993,156.637115,12770700
2023-10-09,160.000000,161.419998,158.639999,161.360001,157.682755,7244500
2023-10-10,164.250000,165.179993,162.029999,164.399994,160.653473,11456400
2023-10-11,165.009995,165.440002,161.600006,162.619995,158.914047,7371500
2023-10-12,162.600006,162.649994,157.429993,158.080002,154.477493,9024100
2023-10-13,158.619995,160.240005,157.949997,160.000000,156.353745,6757100
2023-10-16,161.000000,161.949997,159.800003,161.080002,157.409119,5605000
2023-10-17,160.000000,161.630005,159.160004,160.369995,156.715317,6411300
2023-10-18,161.020004,163.399994,160.869995,162.029999,158.337479,6650600
2023-10-19,161.899994,162.720001,160.410004,160.559998,156.900970,6336800
2023-10-20,161.369995,162.229996,159.710007,160.000000,156.353745,5485800
2023-10-23,159.600006,161.600006,159.059998,160.080002,156.431915,5795800
2023-10-24,160.410004,162.850006,159.679993,162.190002,158.493835,5265200
2023-10-25,162.050003,163.500000,161.470001,162.350006,158.650208,4534600
2023-10-26,162.679993,163.360001,161.300003,161.410004,157.731628,5147000
2023-10-27,162.020004,162.139999,158.889999,159.619995,155.982407,5078000
2023-10-30,161.300003,162.580002,160.740005,162.279999,158.581772,4625900
2023-10-31,162.949997,163.350006,161.660004,163.279999,159.558990,5947400
2023-11-01,163.669998,165.429993,162.759995,164.869995,161.112747,6682500
2023-11-02,164.740005,167.160004,164.669998,166.830002,163.028107,5413400
2023-11-03,168.679993,168.809998,166.690002,166.789993,162.989014,4063000
2023-11-06,165.460007,167.500000,165.210007,166.699997,162.901047,5784600
2023-11-07,166.800003,167.710007,166.119995,167.179993,163.370117,4687200
2023-11-08,168.169998,168.339996,166.660004,167.389999,163.575333,4926600
2023-11-09,167.580002,167.860001,165.809998,166.160004,162.373367,5639300
2023-11-10,167.309998,167.779999,164.860001,166.919998,163.116043,5552900
2023-11-13,167.000000,168.779999,166.460007,167.770004,163.946686,5402300
2023-11-14,167.949997,168.440002,166.889999,168.110001,164.278915,6238900
2023-11-15,168.699997,168.789993,166.270004,167.250000,163.438522,5611200
2023-11-16,168.389999,170.000000,166.399994,167.710007,163.888031,5386400
2023-11-17,168.050003,168.250000,165.770004,166.759995,162.959686,5583100
2023-11-20,166.000000,166.770004,165.720001,166.520004,162.725174,4886200
2023-11-21,167.110001,167.860001,165.919998,167.800003,163.975998,3980000
2023-11-22,168.350006,169.570007,168.300003,169.220001,165.363632,3235600
2023-11-24,168.949997,170.020004,168.949997,169.369995,165.510208,1751700
2023-11-27,169.699997,169.699997,168.089996,168.320007,164.484146,3664700
2023-11-28,168.380005,169.759995,168.020004,168.860001,165.011841,4056100
2023-11-29,169.100006,169.119995,166.649994,167.160004,163.350571,4722400
2023-11-30,166.110001,168.360001,164.820007,168.289993,165.708832,7346700
2023-12-01,168.369995,168.850006,167.380005,168.690002,166.102707,4893900
2023-12-04,168.399994,169.919998,168.190002,169.139999,166.545807,5323300
2023-12-05,169.149994,169.570007,167.710007,167.940002,165.364197,4553800
2023-12-06,167.979996,168.320007,166.729996,167.509995,164.940796,4726600
2023-12-07,168.000000,168.300003,166.699997,167.460007,164.891586,4934800
2023-12-08,167.039993,167.119995,165.270004,165.679993,163.138855,5114900
2023-12-11,167.440002,168.130005,166.460007,167.820007,165.246048,6912600
2023-12-12,169.279999,169.279999,167.710007,168.470001,165.886078,4515800
2023-12-13,168.539993,172.050003,168.119995,172.009995,169.371780,6082100
2023-12-14,171.649994,171.970001,167.940002,168.250000,165.669449,7119300
2023-12-15,167.449997,168.509995,166.449997,167.000000,164.438629,17731300
2023-12-18,168.059998,170.250000,167.410004,168.910004,166.319336,5439500
2023-12-19,167.940002,168.830002,167.309998,167.949997,165.374039,4855900
2023-12-20,166.509995,167.470001,165.669998,165.690002,163.148712,5157800
2023-12-21,166.500000,167.100006,165.389999,166.970001,164.409088,4374000
2023-12-22,167.360001,168.169998,166.860001,167.679993,165.108185,3030100
2023-12-26,167.649994,169.419998,167.250000,168.860001,166.270096,2779200
2023-12-27,168.899994,169.490005,168.360001,169.399994,166.801819,3502500
2023-12-28,169.399994,169.539993,168.699997,169.389999,166.791977,2911100
2023-12-29,169.339996,170.070007,169.169998,169.839996,167.235062,3291500
2024-01-02,169.520004,172.990005,169.190002,172.910004,170.257996,5743100
2024-01-03,175.000000,175.199997,172.699997,172.949997,170.297363,5588200
2024-01-04,171.610001,173.529999,170.580002,171.470001,168.840057,6283200
2024-01-05,171.570007,171.570007,167.559998,168.940002,166.348877,5251100
2024-01-08,168.940002,169.729996,167.789993,169.110001,166.516266,5735600
2024-01-09,167.789993,167.889999,165.929993,167.169998,164.606018,6268800
2024-01-10,166.589996,167.960007,166.199997,166.919998,164.359848,4394900
2024-01-11,167.139999,167.139999,164.820007,166.130005,163.581970,4800700
2024-01-12,166.339996,167.380005,165.570007,167.270004,164.704483,3546100
2024-01-16,167.270004,167.520004,165.190002,166.169998,163.621353,4576600
2024-01-17,165.990005,166.729996,165.440002,166.440002,163.887222,4392300
2024-01-18,165.470001,167.279999,164.990005,167.169998,164.606018,4709400
2024-01-19,167.139999,167.240005,165.570007,165.779999,163.237335,6506700
2024-01-22,165.960007,166.710007,165.020004,165.110001,162.577606,5697400
2024-01-23,164.559998,167.929993,164.360001,167.639999,165.068802,4932700
2024-01-24,167.639999,167.740005,165.520004,165.600006,163.060104,4984700
2024-01-25,165.809998,166.600006,164.940002,166.559998,164.005371,5373800
2024-01-26,166.600006,168.029999,166.600006,167.860001,165.285431,4849000
2024-01-29,167.529999,168.699997,167.389999,168.149994,165.570984,5713600
2024-01-30,167.669998,169.699997,167.320007,169.619995,167.018448,4804200
2024-01-31,169.960007,170.380005,167.880005,168.529999,165.945160,5769200
2024-02-01,168.529999,171.800003,167.169998,171.699997,169.066528,4920800
2024-02-02,171.240005,171.960007,170.100006,170.970001,168.347733,5307700
2024-02-05,170.550003,171.580002,169.050003,170.919998,168.298492,5142700
2024-02-06,171.449997,171.830002,169.940002,171.419998,168.790833,5182700
2024-02-07,172.630005,172.899994,171.380005,171.470001,168.840057,5769700
2024-02-08,171.720001,174.100006,171.410004,173.850006,171.183563,9269700
2024-02-09,171.199997,171.389999,166.970001,167.669998,165.098343,12731700
2024-02-12,167.860001,171.070007,167.199997,170.610001,167.993256,7867500
2024-02-13,171.220001,171.449997,167.240005,168.880005,166.289795,7302000
2024-02-14,168.339996,168.639999,166.059998,167.520004,164.950653,5731900
2024-02-15,167.949997,168.369995,166.679993,167.860001,165.285431,4451400
2024-02-16,167.210007,167.410004,165.679993,166.320007,163.769058,5245300
2024-02-20,167.740005,169.520004,167.190002,168.649994,166.063309,6117900
2024-02-21,169.949997,170.179993,167.860001,168.830002,166.240570,4195400
2024-02-22,167.639999,168.830002,166.100006,168.250000,165.669449,7539200
2024-02-23,167.940002,170.250000,167.800003,169.600006,166.998749,6409800
2024-02-26,169.419998,169.419998,167.710007,168.259995,165.679306,3837000
2024-02-27,167.820007,168.220001,167.350006,168.160004,165.580826,3567600
2024-02-28,168.119995,168.500000,166.449997,167.029999,164.468155,5275300
2024-02-29,166.210007,166.679993,164.910004,165.339996,164.046478,8489400
2024-03-01,164.860001,165.000000,163.250000,164.589996,163.302353,6109200
2024-03-04,164.449997,165.649994,163.600006,165.369995,164.076248,4303700
2024-03-05,165.220001,165.500000,161.809998,162.039993,160.772293,6631300
2024-03-06,162.059998,163.990005,162.039993,163.000000,161.724792,5302500
2024-03-07,163.820007,163.899994,162.500000,163.110001,161.833939,5801600
2024-03-08,162.320007,164.199997,162.089996,163.050003,161.774399,6063100
2024-03-11,163.919998,165.419998,163.309998,164.729996,163.441254,5404800
2024-03-12,165.139999,165.419998,163.960007,164.539993,163.252747,6158500
2024-03-13,165.100006,166.139999,164.740005,165.300003,164.006805,4585800
2024-03-14,166.259995,166.259995,164.199997,164.779999,163.490860,5155300
2024-03-15,165.059998,165.380005,163.639999,164.660004,163.371811,21881200
2024-03-18,167.050003,172.179993,166.949997,171.259995,169.920166,10478500
2024-03-19,171.100006,172.649994,171.000000,171.800003,170.455948,7653700
2024-03-20,172.300003,173.100006,171.119995,171.860001,170.515472,5046700
2024-03-21,171.919998,173.419998,171.050003,172.449997,171.100861,4343000
2024-03-22,173.020004,173.100006,171.759995,172.020004,170.674225,4106400
2024-03-25,172.199997,173.089996,172.110001,172.600006,171.249695,3941900
2024-03-26,172.169998,172.970001,171.820007,172.729996,171.378662,4593000
2024-03-27,174.000000,174.690002,173.050003,173.570007,172.212112,4911300
2024-03-28,174.759995,175.809998,174.369995,175.009995,173.640823,5710400
2024-04-01,175.570007,176.229996,172.649994,172.979996,171.626709,4815400
2024-04-02,172.940002,173.869995,171.360001,171.440002,170.098770,5158500
2024-04-03,170.000000,170.919998,168.699997,169.679993,168.352524,5828000
2024-04-04,170.919998,171.779999,169.330002,169.649994,168.322769,5422600
2024-04-05,169.399994,169.970001,168.070007,169.139999,167.816757,4412200
2024-04-08,169.149994,170.050003,168.740005,169.580002,168.253311,3755700
2024-04-09,170.229996,170.720001,168.729996,170.610001,169.275253,3774300
2024-04-10,169.570007,169.630005,167.770004,168.949997,167.628235,4581500
2024-04-11,169.619995,169.869995,167.770004,168.360001,167.042862,4241500
2024-04-12,167.690002,168.509995,167.320007,168.100006,166.784897,5453500
2024-04-15,169.210007,169.350006,166.029999,166.949997,165.643890,5133200
2024-04-16,167.029999,168.509995,166.889999,167.500000,166.189590,4569700
2024-04-17,169.089996,169.699997,168.210007,169.479996,168.154099,4069200
2024-04-18,170.100006,172.679993,170.100006,172.270004,170.922272,5574700
2024-04-19,172.279999,174.270004,171.800003,174.130005,172.767731,6636400
2024-04-22,174.410004,177.199997,174.029999,176.460007,175.079498,7288700
2024-04-23,174.699997,174.880005,170.139999,171.220001,169.880493,9145000
2024-04-24,168.500000,178.089996,167.649994,177.410004,176.022064,10016700
2024-04-25,178.279999,180.630005,175.820007,176.679993,175.297760,7441500
2024-04-26,174.440002,178.570007,174.339996,175.580002,174.206375,4472100
2024-04-29,175.500000,176.320007,175.020004,176.139999,174.761993,3224500
2024-04-30,176.270004,176.470001,174.839996,175.910004,174.533798,4465100
